,category,precision_@0.5IOU,recall_@0.5IOU
0,1,0.9356836588851835,0.9708353929807217
1,2,1.0,1.0
2,5,0.9081632653061225,0.9368421052631579
3,8,0.7142857142857143,0.9259259259259259
4,4,0.625,0.47619047619047616
5,7,0.6721311475409836,0.7884615384615384
6,11,0.6666666666666666,0.4444444444444444
7,3,0.9205020920502092,0.873015873015873
8,6,0.88,0.9166666666666666
9,9,0.875,0.875
10,10,0.25,0.16666666666666666
